City,Date,PM2.5,PM10,NO2,CO,SO2,AQI,Temp_Mean,Humidity_Mean,Wind_Speed_Max
Ahmedabad,2015-01-01,,,18.22,0.92,27.64,,20.3,67,14.8
Ahmedabad,2015-01-02,,,15.69,0.97,24.55,,20.4,65,15.6
Ahmedabad,2015-01-03,,,19.3,17.4,29.07,,19.7,70,11.4
Ahmedabad,2015-01-04,,,18.48,1.7,18.59,,19.8,64,13.6
Ahmedabad,2015-01-05,,,21.42,22.1,39.33,,19.0,53,15.2
Ahmedabad,2015-01-06,,,38.48,45.41,45.76,,18.8,55,9.6
Ahmedabad,2015-01-07,,,40.62,112.16,32.28,,18.6,59,9.1
Ahmedabad,2015-01-08,,,36.74,80.87,38.54,,19.9,60,9.2
Ahmedabad,2015-01-09,,,31.0,29.16,58.68,,19.7,53,13.0
Ahmedabad,2015-01-10,,,7.04,,8.29,,20.0,53,10.2
Ahmedabad,2015-01-11,,,55.8,132.07,25.03,,20.0,53,9.7
Ahmedabad,2015-01-12,,,40.67,52.04,51.84,,20.1,54,9.4
Ahmedabad,2015-01-13,,,44.2,48.82,68.21,,19.9,56,8.7
Ahmedabad,2015-01-14,,,27.86,19.2,52.65,,20.2,69,9.7
Ahmedabad,2015-01-15,,,16.96,0.6,28.89,,20.4,51,13.7
Ahmedabad,2015-01-16,,,21.72,1.63,38.27,,20.0,53,13.2
Ahmedabad,2015-01-17,,,24.73,11.44,49.5,,19.4,52,16.5
Ahmedabad,2015-01-18,,,25.77,6.1,48.43,,18.9,50,13.8
Ahmedabad,2015-01-19,,,26.88,2.51,50.03,,19.6,51,14.2
Ahmedabad,2015-01-20,,,26.8,7.92,58.87,,21.3,53,14.1
Ahmedabad,2015-01-21,,,33.56,9.52,106.93,,20.7,67,8.3
Ahmedabad,2015-01-22,,,17.51,9.05,23.71,,20.4,68,11.6
Ahmedabad,2015-01-23,,,27.96,22.53,39.19,,19.0,57,10.5
Ahmedabad,2015-01-24,,,20.39,2.03,40.07,,19.4,64,15.3
Ahmedabad,2015-01-25,,,20.43,1.42,58.41,,20.3,60,11.5
Ahmedabad,2015-01-26,,,21.16,2.27,43.73,,18.9,60,11.9
Ahmedabad,2015-01-27,,,21.7,2.19,43.28,,18.3,55,13.0
Ahmedabad,2015-01-28,73.24,,21.11,5.72,36.52,,17.8,47,15.6
Ahmedabad,2015-01-29,83.13,,28.71,6.93,49.52,209.0,17.9,49,12.7
Ahmedabad,2015-01-30,79.84,,28.68,13.85,48.49,328.0,19.0,45,16.2
Ahmedabad,2015-01-31,94.52,,32.66,24.39,67.39,514.0,19.9,46,12.5
Ahmedabad,2015-02-01,135.99,,42.08,43.48,75.23,782.0,20.5,54,10.2
Ahmedabad,2015-02-02,178.33,,35.31,54.56,55.04,914.0,20.8,61,9.1
Ahmedabad,2015-02-03,139.7,,28.4,30.61,33.79,660.0,21.7,63,10.1
Ahmedabad,2015-02-04,80.65,,22.83,2.37,25.73,294.0,21.9,47,19.3
Ahmedabad,2015-02-05,58.36,,21.39,2.6,32.66,149.0,22.3,44,15.5
Ahmedabad,2015-02-06,79.29,,26.94,1.16,67.41,190.0,22.7,52,11.0
Ahmedabad,2015-02-07,88.7,,31.32,7.29,80.09,247.0,22.6,37,10.7
Ahmedabad,2015-02-08,74.28,,27.3,8.92,54.28,379.0,21.5,37,10.7
Ahmedabad,2015-02-09,113.93,,24.27,4.32,48.73,341.0,21.4,46,13.7
Ahmedabad,2015-02-10,105.39,,18.21,1.41,35.91,256.0,23.0,50,17.9
Ahmedabad,2015-02-11,66.52,,23.8,6.34,66.58,388.0,22.6,52,12.1
Ahmedabad,2015-02-12,65.04,,30.1,14.19,65.91,288.0,22.2,36,11.5
Ahmedabad,2015-02-13,103.36,,39.56,18.18,80.43,510.0,22.2,36,10.6
Ahmedabad,2015-02-14,177.33,,47.58,37.49,99.72,761.0,22.9,48,9.9
Ahmedabad,2015-02-15,113.25,,30.5,15.55,69.71,475.0,23.2,61,10.1
Ahmedabad,2015-02-16,99.7,,28.1,19.85,73.23,536.0,23.6,54,10.6
Ahmedabad,2015-02-17,80.61,,21.04,15.96,54.7,479.0,24.1,57,11.0
Ahmedabad,2015-02-18,100.79,,25.93,16.24,43.11,592.0,24.5,60,9.2
Ahmedabad,2015-02-19,107.99,,30.09,11.25,84.86,427.0,24.4,56,10.9
Ahmedabad,2015-02-20,140.29,,36.14,33.84,101.53,588.0,24.5,50,9.9
Ahmedabad,2015-02-21,239.96,,46.25,61.95,84.87,1141.0,25.5,45,8.7
Ahmedabad,2015-02-22,142.96,,48.21,45.45,62.96,669.0,26.5,45,9.0
Ahmedabad,2015-02-23,238.41,,55.07,77.7,89.07,1247.0,26.6,47,8.4
Ahmedabad,2015-02-24,118.72,,32.01,12.56,61.54,411.0,26.1,49,15.5
Ahmedabad,2015-02-25,52.99,,10.45,2.23,32.76,292.0,24.1,43,17.4
Ahmedabad,2015-02-26,,,,,,,21.4,30,11.6
Ahmedabad,2015-02-27,,,,,,,20.9,37,8.8
Ahmedabad,2015-02-28,,,,,,,22.2,44,20.9
Ahmedabad,2015-03-01,61.12,,16.81,3.58,28.44,,19.3,86,17.9
Ahmedabad,2015-03-02,60.78,,18.21,9.07,29.48,189.0,19.1,71,12.2
Ahmedabad,2015-03-03,91.83,,28.71,12.99,39.71,408.0,19.0,61,8.5
Ahmedabad,2015-03-04,93.88,,29.38,18.21,62.75,383.0,20.2,60,9.2
Ahmedabad,2015-03-05,173.01,,42.27,48.44,78.76,780.0,21.5,57,9.1
Ahmedabad,2015-03-06,,,,,,,22.6,60,9.9
Ahmedabad,2015-03-07,105.45,,16.1,2.5,29.29,,24.1,55,11.0
Ahmedabad,2015-03-08,71.56,,16.83,3.51,30.28,190.0,24.0,50,10.7
Ahmedabad,2015-03-09,119.8,,24.07,4.13,50.35,233.0,22.7,40,15.1
Ahmedabad,2015-03-10,106.71,,25.59,5.39,38.85,297.0,23.6,38,19.5
Ahmedabad,2015-03-11,118.49,,28.94,4.11,54.2,330.0,25.7,47,13.4
Ahmedabad,2015-03-12,106.01,,27.31,4.28,70.29,252.0,25.6,53,10.4
Ahmedabad,2015-03-13,97.34,,21.58,3.67,64.39,244.0,25.7,48,19.0
Ahmedabad,2015-03-14,83.92,,25.03,6.42,67.53,234.0,24.4,64,6.9
Ahmedabad,2015-03-15,49.51,,14.16,3.1,48.33,219.0,23.4,62,15.3
Ahmedabad,2015-03-16,30.76,,14.14,2.72,43.62,118.0,22.8,53,10.2
Ahmedabad,2015-03-17,50.29,,29.84,5.34,59.23,231.0,23.7,43,12.6
Ahmedabad,2015-03-18,57.69,,29.48,25.36,58.33,286.0,24.8,39,11.8
Ahmedabad,2015-03-19,105.06,,37.05,46.24,53.62,883.0,25.1,42,10.6
Ahmedabad,2015-03-20,94.1,,36.53,22.14,61.31,720.0,26.5,39,10.0
Ahmedabad,2015-03-21,111.89,,43.29,22.25,66.44,570.0,28.1,39,9.4
Ahmedabad,2015-03-22,108.59,,39.34,25.38,75.8,589.0,29.2,40,7.9
Ahmedabad,2015-03-23,130.76,,41.03,45.61,65.77,818.0,31.0,35,8.6
Ahmedabad,2015-03-24,143.55,,31.15,27.3,50.98,737.0,30.8,34,11.5
Ahmedabad,2015-03-25,165.07,,34.48,23.83,64.32,585.0,31.0,33,9.9
Ahmedabad,2015-03-26,166.85,,43.3,17.93,79.71,616.0,31.6,32,10.0
Ahmedabad,2015-03-27,147.38,,35.82,6.4,46.89,437.0,30.5,52,9.8
Ahmedabad,2015-03-28,158.25,,27.89,5.86,142.36,321.0,31.0,39,9.4
Ahmedabad,2015-03-29,237.76,,21.8,4.99,96.28,372.0,30.3,36,15.5
Ahmedabad,2015-03-30,133.37,,17.99,3.88,57.34,339.0,28.8,37,17.3
Ahmedabad,2015-03-31,133.3,,20.0,6.52,51.58,339.0,27.5,34,10.1
Ahmedabad,2015-04-01,96.04,,20.07,3.8,62.42,324.0,28.4,38,9.7
Ahmedabad,2015-04-02,77.69,,18.87,5.24,100.48,222.0,29.0,44,14.0
Ahmedabad,2015-04-03,53.07,,13.82,4.17,40.36,169.0,28.9,46,18.4
Ahmedabad,2015-04-04,63.11,,15.5,5.63,38.21,220.0,28.5,55,15.1
Ahmedabad,2015-04-05,156.76,,16.7,3.92,26.32,,27.7,57,12.6
Ahmedabad,2015-04-06,120.96,,20.86,4.23,35.54,303.0,28.8,52,9.7
Ahmedabad,2015-04-07,138.63,,25.47,5.65,87.43,314.0,29.8,47,9.3
Ahmedabad,2015-04-08,144.36,,30.69,15.82,66.39,378.0,30.6,43,8.9
Ahmedabad,2015-04-09,85.03,,26.7,3.3,59.16,415.0,31.7,33,13.8
Ahmedabad,2015-04-10,134.6,,26.27,5.9,34.53,,30.4,51,14.1
Ahmedabad,2015-04-11,61.06,,14.03,3.52,8.08,126.0,29.0,59,14.8
Ahmedabad,2015-04-12,39.42,,19.56,5.28,17.66,175.0,27.7,59,11.9
Ahmedabad,2015-04-13,111.86,,22.51,3.89,15.84,226.0,27.9,54,10.7
Ahmedabad,2015-04-14,58.37,,21.71,5.74,25.9,244.0,28.6,54,9.4
Ahmedabad,2015-04-15,95.37,,26.23,18.01,13.59,315.0,29.5,43,9.2
Ahmedabad,2015-04-16,141.3,,36.88,30.8,41.06,678.0,31.0,44,9.0
Ahmedabad,2015-04-17,106.68,,46.38,19.91,31.56,774.0,32.6,36,10.2
Ahmedabad,2015-04-18,109.48,,20.27,4.3,46.6,285.0,33.2,29,14.8
Ahmedabad,2015-04-19,126.04,,20.18,6.99,79.56,321.0,32.8,32,11.9
Ahmedabad,2015-04-20,71.22,,21.32,16.73,50.09,358.0,33.3,28,13.2
Ahmedabad,2015-04-21,97.87,,17.96,6.3,13.85,357.0,33.6,23,12.1
Ahmedabad,2015-04-22,63.38,,13.28,3.44,24.79,189.0,33.1,22,14.1
Ahmedabad,2015-04-23,75.29,,14.29,3.35,76.05,,31.0,33,13.4
Ahmedabad,2015-04-24,80.9,,18.62,5.7,65.44,214.0,30.8,43,12.9
Ahmedabad,2015-04-25,103.29,,19.82,4.55,85.42,253.0,30.5,46,12.2
Ahmedabad,2015-04-26,107.5,,15.56,5.29,74.37,239.0,31.3,52,14.4
Ahmedabad,2015-04-27,161.14,,14.77,3.11,118.35,,32.2,48,13.3
Ahmedabad,2015-04-28,102.58,,12.74,3.88,41.94,,32.3,43,16.8
Ahmedabad,2015-04-29,138.42,,16.7,5.05,77.74,300.0,32.7,44,14.1
Ahmedabad,2015-04-30,129.04,,14.86,5.69,78.27,317.0,32.1,45,15.1
Ahmedabad,2015-05-01,96.65,,15.9,4.67,39.41,240.0,32.5,46,14.8
Ahmedabad,2015-05-02,126.77,,23.93,15.69,93.18,344.0,33.6,35,10.7
Ahmedabad,2015-05-03,106.15,,23.02,13.12,65.95,503.0,32.4,30,10.5
Ahmedabad,2015-05-04,86.31,,10.5,2.69,50.13,308.0,33.0,32,12.4
Ahmedabad,2015-05-05,83.99,,0.08,2.73,34.06,227.0,33.0,28,12.5
Ahmedabad,2015-05-06,65.11,,4.58,3.14,22.27,120.0,32.4,35,11.7
Ahmedabad,2015-05-07,51.03,,20.47,6.24,15.5,158.0,32.9,34,12.2
Ahmedabad,2015-05-08,38.73,,19.28,8.0,20.13,177.0,32.9,40,13.7
Ahmedabad,2015-05-09,61.12,,17.82,9.94,39.69,201.0,33.1,32,12.0
Ahmedabad,2015-05-10,58.44,,17.24,10.68,54.69,211.0,32.5,38,12.0
Ahmedabad,2015-05-11,61.49,,16.69,11.44,42.66,221.0,33.0,45,10.5
Ahmedabad,2015-05-12,65.39,,16.08,12.3,27.96,233.0,32.5,52,11.6
Ahmedabad,2015-05-13,100.92,,18.9,20.42,31.9,481.0,33.4,46,11.4
Ahmedabad,2015-05-14,97.48,,30.02,5.31,36.05,352.0,33.3,49,7.0
Ahmedabad,2015-05-15,129.27,,28.33,14.28,70.13,327.0,34.3,38,10.5
Ahmedabad,2015-05-16,129.58,,28.79,21.23,17.66,577.0,34.9,32,13.0
Ahmedabad,2015-05-17,100.57,,18.79,7.56,38.76,411.0,34.9,26,12.6
Ahmedabad,2015-05-18,130.34,,17.43,7.14,52.07,212.0,34.4,35,12.6
Ahmedabad,2015-05-19,53.24,,15.86,8.05,36.23,280.0,33.8,45,16.3
Ahmedabad,2015-05-20,42.0,,18.16,10.44,17.0,162.0,33.1,51,14.9
Ahmedabad,2015-05-21,50.1,,14.9,9.46,30.67,,33.5,52,14.5
Ahmedabad,2015-05-22,83.69,,17.18,10.89,41.12,569.0,33.7,50,15.0
Ahmedabad,2015-05-23,38.88,,16.28,2.18,26.4,128.0,33.9,49,20.2
Ahmedabad,2015-05-24,46.89,,16.17,2.96,41.96,129.0,34.0,49,19.9
Ahmedabad,2015-05-25,70.96,,15.47,4.12,23.67,152.0,33.7,50,19.7
Ahmedabad,2015-05-26,53.66,,14.43,4.23,14.46,176.0,33.6,50,17.4
Ahmedabad,2015-05-27,45.49,,13.73,4.26,12.85,167.0,33.4,53,13.7
Ahmedabad,2015-05-28,60.86,,16.61,5.27,14.91,106.0,33.5,53,13.9
Ahmedabad,2015-05-29,51.93,,17.87,13.71,15.33,231.0,34.2,46,12.6
Ahmedabad,2015-05-30,77.87,,17.12,6.67,46.82,327.0,34.4,41,12.2
Ahmedabad,2015-05-31,57.59,,15.47,5.6,41.68,174.0,33.7,44,11.9
Ahmedabad,2015-06-01,77.22,,15.47,7.02,71.97,185.0,32.4,54,23.2
Ahmedabad,2015-06-02,45.29,,12.74,7.25,18.64,179.0,31.9,56,20.0
Ahmedabad,2015-06-03,103.78,,13.9,6.36,7.76,211.0,32.4,52,18.2
Ahmedabad,2015-06-04,25.14,,18.73,6.01,38.05,192.0,33.5,48,13.8
Ahmedabad,2015-06-05,87.03,,17.88,8.05,23.84,310.0,35.3,35,9.7
Ahmedabad,2015-06-06,89.6,,19.84,6.59,48.05,223.0,35.6,35,13.5
Ahmedabad,2015-06-07,80.69,,16.07,6.86,39.85,192.0,35.4,40,23.1
Ahmedabad,2015-06-08,44.75,,16.53,7.76,9.89,191.0,32.1,61,18.6
Ahmedabad,2015-06-09,38.11,,11.62,7.41,3.13,184.0,32.3,61,16.9
Ahmedabad,2015-06-10,45.5,,15.59,8.56,0.76,220.0,32.3,60,17.6
Ahmedabad,2015-06-11,36.98,,11.52,8.21,0.52,215.0,32.4,62,14.6
Ahmedabad,2015-06-12,43.58,,13.33,8.26,1.02,226.0,31.4,68,18.9
Ahmedabad,2015-06-13,45.49,,14.91,9.63,0.81,251.0,31.5,64,23.0
Ahmedabad,2015-06-14,38.06,,18.57,8.67,1.05,216.0,31.3,66,16.3
Ahmedabad,2015-06-15,45.41,,20.55,9.35,0.74,237.0,31.4,63,19.4
Ahmedabad,2015-06-16,37.71,,16.26,8.54,0.87,198.0,30.7,69,17.8
Ahmedabad,2015-06-17,32.37,,14.36,7.53,2.17,195.0,30.7,69,16.3
Ahmedabad,2015-06-18,34.74,,13.51,7.59,4.11,187.0,31.3,67,17.3
Ahmedabad,2015-06-19,32.56,,13.91,7.34,4.04,181.0,30.5,70,15.2
Ahmedabad,2015-06-20,29.28,,11.68,7.55,4.01,179.0,31.2,66,21.3
Ahmedabad,2015-06-21,20.46,,10.61,7.15,5.62,188.0,31.2,66,19.8
Ahmedabad,2015-06-22,26.07,,11.07,7.99,4.1,190.0,29.9,72,20.2
Ahmedabad,2015-06-23,21.43,,11.16,7.45,4.99,185.0,28.9,75,21.2
Ahmedabad,2015-06-24,11.91,,10.1,7.34,10.86,189.0,27.0,91,20.1
Ahmedabad,2015-06-25,57.75,,9.68,8.68,12.28,196.0,29.6,74,19.4
Ahmedabad,2015-06-26,66.39,,12.79,8.58,11.09,201.0,29.9,70,21.4
Ahmedabad,2015-06-27,62.61,,9.83,9.15,12.31,231.0,30.0,70,19.8
Ahmedabad,2015-06-28,47.5,,9.53,8.07,13.91,196.0,29.7,71,19.7
Ahmedabad,2015-06-29,111.8,,11.51,9.23,5.27,220.0,29.9,68,18.2
Ahmedabad,2015-06-30,30.0,,13.59,8.87,8.09,244.0,30.5,64,19.0
Ahmedabad,2015-07-01,4.66,,10.9,9.01,7.31,223.0,31.0,61,15.8
Ahmedabad,2015-07-02,48.72,,11.94,9.56,5.72,230.0,31.1,60,17.2
Ahmedabad,2015-07-03,49.7,,9.81,9.43,6.78,243.0,31.3,58,19.0
Ahmedabad,2015-07-04,48.1,,9.53,8.03,9.33,215.0,32.0,55,23.8
Ahmedabad,2015-07-05,47.43,,9.45,8.11,7.93,199.0,32.0,56,25.0
Ahmedabad,2015-07-06,51.74,,12.38,8.91,10.05,200.0,31.2,60,27.3
Ahmedabad,2015-07-07,42.68,,11.08,9.74,10.87,226.0,31.5,59,24.5
Ahmedabad,2015-07-08,38.45,,7.8,10.55,10.28,241.0,31.3,61,19.8
Ahmedabad,2015-07-09,46.69,,0.17,11.48,10.25,222.0,31.7,57,21.3
Ahmedabad,2015-07-10,55.27,,0.12,11.55,12.7,223.0,31.7,57,20.1
Ahmedabad,2015-07-11,149.03,,0.16,11.49,10.07,248.0,31.1,59,18.8
Ahmedabad,2015-07-12,86.57,,0.17,11.47,11.09,300.0,31.6,60,16.6
Ahmedabad,2015-07-13,111.77,,0.24,11.3,7.73,232.0,31.6,59,18.0
Ahmedabad,2015-07-14,151.4,,0.36,10.8,7.8,330.0,32.1,58,19.5
Ahmedabad,2015-07-15,51.35,,2.69,8.0,10.0,223.0,31.8,56,20.3
Ahmedabad,2015-07-16,65.37,,8.07,0.64,16.31,105.0,31.6,58,23.6
Ahmedabad,2015-07-17,56.28,,8.02,0.6,18.93,101.0,32.2,56,18.1
Ahmedabad,2015-07-18,48.17,,8.0,0.65,18.99,93.0,31.2,60,16.2
Ahmedabad,2015-07-19,33.56,,7.89,0.72,11.28,67.0,28.7,75,17.9
Ahmedabad,2015-07-20,31.3,,8.1,0.55,10.29,60.0,28.6,74,15.8
Ahmedabad,2015-07-21,48.12,,7.9,0.67,1.28,,28.2,81,10.5
Ahmedabad,2015-07-22,57.11,,8.28,0.55,14.58,90.0,26.1,95,8.6
Ahmedabad,2015-07-23,34.72,,9.73,0.1,13.62,78.0,27.9,87,12.3
Ahmedabad,2015-07-24,29.22,,9.57,0.06,13.58,48.0,28.6,80,13.8
Ahmedabad,2015-07-25,29.79,,8.64,0.14,15.11,53.0,26.7,88,20.5
Ahmedabad,2015-07-26,59.95,,8.78,0.18,11.52,91.0,25.0,93,20.0
Ahmedabad,2015-07-27,19.2,,9.45,1.52,11.23,70.0,25.0,92,27.0
Ahmedabad,2015-07-28,19.52,,11.26,5.89,11.56,157.0,24.9,90,35.3
Ahmedabad,2015-07-29,35.16,,10.89,5.75,14.7,158.0,26.5,85,30.1
Ahmedabad,2015-07-30,33.03,,10.58,7.01,12.95,169.0,27.4,78,25.0
Ahmedabad,2015-07-31,40.95,,10.47,6.92,19.8,174.0,27.7,76,23.8
Ahmedabad,2015-08-01,40.29,,10.52,6.74,8.27,173.0,27.8,77,24.2
Ahmedabad,2015-08-02,41.16,,10.51,6.91,13.48,172.0,27.3,78,18.4
Ahmedabad,2015-08-03,36.12,,11.56,7.21,13.62,190.0,27.6,77,15.5
Ahmedabad,2015-08-04,28.51,,20.52,6.69,5.69,171.0,27.8,75,18.7
Ahmedabad,2015-08-05,31.59,,20.42,6.99,9.23,168.0,27.4,77,19.8
Ahmedabad,2015-08-06,42.56,,20.4,7.17,6.28,172.0,27.7,77,16.5
Ahmedabad,2015-08-07,48.12,,20.3,7.14,6.77,173.0,28.1,77,12.2
Ahmedabad,2015-08-08,37.09,,20.21,7.22,8.66,175.0,28.3,77,10.7
Ahmedabad,2015-08-09,33.4,,20.09,7.4,9.95,179.0,28.1,78,13.3
Ahmedabad,2015-08-10,38.64,,20.21,7.35,9.74,174.0,28.3,79,11.6
Ahmedabad,2015-08-11,40.49,,20.23,7.48,8.92,176.0,28.3,79,13.2
Ahmedabad,2015-08-12,41.37,,20.2,7.47,11.73,179.0,27.9,82,10.9
Ahmedabad,2015-08-13,44.56,,20.06,7.49,11.23,175.0,27.4,84,10.8
Ahmedabad,2015-08-14,65.68,,19.94,7.57,8.21,177.0,27.3,88,9.1
Ahmedabad,2015-08-15,33.34,,20.27,7.3,6.41,175.0,27.6,87,10.7
Ahmedabad,2015-08-16,39.17,,20.24,7.35,9.17,174.0,28.4,79,14.0
Ahmedabad,2015-08-17,34.0,,20.1,7.41,9.64,179.0,28.4,78,11.8
Ahmedabad,2015-08-18,36.38,,20.14,7.31,10.65,177.0,28.3,81,12.5
Ahmedabad,2015-08-19,38.35,,20.16,7.41,9.33,180.0,28.4,78,14.0
Ahmedabad,2015-08-20,38.5,,19.67,12.38,10.37,274.0,27.8,77,18.5
Ahmedabad,2015-08-21,39.61,,14.84,17.31,10.76,310.0,28.2,73,19.5
Ahmedabad,2015-08-22,61.79,,14.82,17.24,12.39,303.0,27.9,76,18.3
Ahmedabad,2015-08-23,43.22,,14.82,17.17,11.68,302.0,28.3,74,17.4
Ahmedabad,2015-08-24,33.41,,14.86,17.12,12.96,302.0,28.1,74,15.5
Ahmedabad,2015-08-25,36.9,,14.85,17.08,4.73,302.0,28.3,75,13.4
Ahmedabad,2015-08-26,36.36,,14.79,17.11,8.86,302.0,28.2,75,13.0
Ahmedabad,2015-08-27,32.64,,14.84,17.01,7.05,302.0,28.6,74,10.1
Ahmedabad,2015-08-28,38.23,,14.89,17.07,10.9,302.0,28.5,74,9.8
Ahmedabad,2015-08-29,39.86,,14.83,16.98,10.02,301.0,28.7,75,10.7
Ahmedabad,2015-08-30,72.74,,14.84,17.04,4.23,302.0,28.6,74,13.4
Ahmedabad,2015-08-31,43.2,,14.86,17.05,5.96,302.0,28.6,71,12.8
Ahmedabad,2015-09-01,63.2,,14.82,17.03,3.69,302.0,28.5,69,13.5
Ahmedabad,2015-09-02,64.73,,14.82,17.01,6.45,302.0,27.9,68,12.3
Ahmedabad,2015-09-03,65.28,,14.85,17.04,6.13,301.0,27.9,69,10.5
Ahmedabad,2015-09-04,67.86,,14.87,16.97,8.87,302.0,28.4,70,9.8
Ahmedabad,2015-09-05,52.4,,14.81,16.97,9.89,301.0,28.5,67,10.9
Ahmedabad,2015-09-06,33.33,,14.89,16.95,6.88,302.0,28.3,63,10.7
Ahmedabad,2015-09-07,29.52,,14.88,16.94,8.56,301.0,28.0,69,10.8
Ahmedabad,2015-09-08,15.53,,14.85,17.0,15.13,301.0,28.7,70,8.0
Ahmedabad,2015-09-09,57.51,,50.9,16.31,8.73,,29.3,70,10.2
Ahmedabad,2015-09-10,50.24,,12.31,9.46,11.63,226.0,29.8,68,8.0
Ahmedabad,2015-09-11,61.77,,15.43,8.68,8.1,276.0,30.9,63,10.2
Ahmedabad,2015-09-12,46.93,,11.47,7.14,7.92,209.0,31.5,60,14.7
Ahmedabad,2015-09-13,43.01,,9.96,6.82,11.58,179.0,31.1,65,12.3
Ahmedabad,2015-09-14,42.06,,11.35,8.43,11.63,197.0,31.2,62,13.4
Ahmedabad,2015-09-15,44.94,,10.94,7.14,5.85,229.0,30.3,64,12.9
Ahmedabad,2015-09-16,29.58,,9.94,6.61,8.82,170.0,30.6,62,14.0
Ahmedabad,2015-09-17,32.15,,9.7,6.5,9.2,164.0,31.3,59,16.3
Ahmedabad,2015-09-18,36.33,,12.88,7.68,8.28,195.0,30.5,65,18.9
Ahmedabad,2015-09-19,24.46,,10.99,8.45,12.59,220.0,28.4,81,13.7
Ahmedabad,2015-09-20,,,,,,,26.5,85,16.8
Ahmedabad,2015-09-21,27.08,,12.25,9.95,9.51,,25.7,87,23.9
Ahmedabad,2015-09-22,59.29,,9.68,9.21,5.98,217.0,27.3,84,15.6
Ahmedabad,2015-09-23,65.32,,9.62,10.61,3.69,254.0,27.1,75,14.7
Ahmedabad,2015-09-24,47.39,,10.48,9.26,7.72,241.0,26.6,76,9.7
Ahmedabad,2015-09-25,43.88,,19.75,8.69,4.83,244.0,26.2,76,11.2
Ahmedabad,2015-09-26,28.35,,13.62,9.05,7.47,243.0,26.4,74,11.1
Ahmedabad,2015-09-27,3.59,,14.17,11.26,9.6,244.0,27.1,73,7.4
Ahmedabad,2015-09-28,3.04,,21.5,16.31,13.73,327.0,27.5,70,6.9
Ahmedabad,2015-09-29,19.14,,30.6,10.33,10.96,390.0,29.0,60,9.7
Ahmedabad,2015-09-30,69.12,,32.41,8.85,15.63,231.0,30.1,53,14.2
Ahmedabad,2015-10-01,76.41,,34.7,17.96,15.44,396.0,29.7,51,10.2
Ahmedabad,2015-10-02,102.49,,37.85,33.31,27.32,731.0,30.0,47,10.9
Ahmedabad,2015-10-03,127.94,,28.38,11.14,25.59,466.0,30.0,65,12.6
Ahmedabad,2015-10-04,87.18,,21.51,7.83,6.98,230.0,30.1,59,11.2
Ahmedabad,2015-10-05,99.73,,30.23,20.16,32.74,309.0,29.6,57,7.3
Ahmedabad,2015-10-06,84.15,,32.1,15.83,19.37,519.0,30.7,48,8.9
Ahmedabad,2015-10-07,92.12,,32.5,18.21,31.75,397.0,30.8,44,10.8
Ahmedabad,2015-10-08,94.02,,36.97,27.14,24.88,517.0,31.1,41,10.9
Ahmedabad,2015-10-09,150.27,,34.86,15.9,26.35,653.0,30.4,48,11.6
Ahmedabad,2015-10-10,118.91,,29.22,5.42,79.47,355.0,30.1,55,11.9
Ahmedabad,2015-10-11,91.41,,23.45,5.19,25.44,227.0,29.8,58,9.5
Ahmedabad,2015-10-12,95.9,,33.63,10.38,30.06,316.0,29.9,58,7.6
Ahmedabad,2015-10-13,137.87,,32.98,20.2,21.89,536.0,31.0,54,9.1
Ahmedabad,2015-10-14,90.71,,25.73,18.12,17.89,370.0,31.3,50,7.6
Ahmedabad,2015-10-15,108.68,,32.87,17.03,22.59,551.0,31.2,41,10.2
Ahmedabad,2015-10-16,98.79,,31.2,17.72,26.09,393.0,31.0,40,9.9
Ahmedabad,2015-10-17,145.75,,34.71,20.61,24.66,671.0,31.0,42,9.0
Ahmedabad,2015-10-18,179.43,,39.42,52.33,39.15,969.0,31.0,44,7.7
Ahmedabad,2015-10-19,170.52,,35.22,15.49,34.03,471.0,30.9,46,6.5
Ahmedabad,2015-10-20,203.4,,36.63,23.03,94.3,529.0,30.4,48,7.9
Ahmedabad,2015-10-21,92.71,,30.65,12.92,42.08,,30.4,49,7.2
Ahmedabad,2015-10-22,64.66,,23.83,4.79,34.4,213.0,30.1,47,8.5
Ahmedabad,2015-10-23,78.14,,28.93,10.58,44.91,297.0,29.2,42,8.8
Ahmedabad,2015-10-24,100.17,,34.16,32.27,27.73,605.0,28.5,40,8.0
Ahmedabad,2015-10-25,147.35,,39.1,34.64,46.09,691.0,28.4,45,6.7
Ahmedabad,2015-10-26,206.89,,55.67,145.32,20.47,971.0,29.0,47,7.4
Ahmedabad,2015-10-27,114.84,,40.31,38.09,22.94,,28.5,48,9.1
Ahmedabad,2015-10-28,89.64,,25.75,5.42,44.92,270.0,27.7,44,14.1
Ahmedabad,2015-10-29,51.72,,21.15,1.89,37.31,188.0,25.3,36,14.1
Ahmedabad,2015-10-30,54.59,,18.33,2.31,19.08,114.0,25.5,43,18.7
Ahmedabad,2015-10-31,46.5,,12.1,1.22,13.73,143.0,25.8,45,17.9
Ahmedabad,2015-11-01,,,,,,,26.8,48,17.9
Ahmedabad,2015-11-02,122.54,,44.2,75.42,13.78,,28.0,49,11.7
Ahmedabad,2015-11-03,147.18,,36.87,33.06,21.24,557.0,29.1,45,8.7
Ahmedabad,2015-11-04,214.67,,42.21,57.37,22.18,,28.4,45,8.4
Ahmedabad,2015-11-05,207.13,,35.31,28.41,50.33,536.0,28.1,43,7.6
